Time,Interval
179.5,5.0
184.0,0.0
188.5,-5.0
213.0,-105.0
225.5,-100.0
297.5,20.0
393.5,-70.0
829.5,155.0
830.5,150.0
1189.5,-5.0
1261.0,-80.0
1431.0,120.0
1838.5,-40.0
2182.5,5.0
2187.5,0.0
2192.5,-5.0
2264.0,-80.0
2434.5,120.0
2876.0,-35.0
2879.0,-40.0
3195.5,-5.0
3266.0,-80.0
3793.0,-20.0
4298.0,20.0
5794.0,-20.0
6302.5,20.0
7295.0,-20.0
8303.5,20.0
10239.0,80.0
11241.0,-80.0
